uid	name	gender	screentime	sids
ch0246938	Alliser Thorne	male	4070	s00075, s00096, s00113, s00115, s00180, s00210, s01255, s01256, s01385, s01403, s01405, s01435, s01436, s01438, s01446, s01447, s01557, s01558, s01621, s01628, s01630, s01632, s01636, s01637, s01660, s01753, s01779, s01784, s01819, s01820, s01860, s01861, s01950, s02027, s02028, s02029, s02037, s02139, s02141, s02143, s02147, s02148, s02246, s02247, s02255, s02290, s02303, s02304, s02305, s02372, s02373
ch0248504	Doreah	female	3037	s00036, s00049, s00054, s00099, s00114, s00156, s00166, s00177, s00179, s00213, s00214, s00243, s00295, s00325, s00394, s00431, s00432, s00433, s00745, s00746
ch0248505	Septa Mordane	female	1293	s00013, s00067, s00071, s00100, s00117, s00124, s00163, s00196, s00262
ch0249444	Irri	female	2875	s00036, s00049, s00083, s00086, s00087, s00114, s00149, s00156, s00166, s00177, s00179, s00213, s00214, s00243, s00269, s00325, s00432, s00433, s00493
ch0249636	Lord Varys	male	16023	s00069, s00074, s00101, s00129, s00130, s00131, s00138, s00175, s00189, s00190, s00191, s00201, s00204, s00228, s00229, s00253, s00254, s00278, s00289, s00319, s00320, s00321, s00362, s00371, s00550, s00567, s00568, s00584, s00711, s00712, s00714, s00722, s00723, s00855, s00896, s00897, s00904, s00918, s00919, s00920, s01003, s01074, s01083, s01088, s01185, s01186, s01200, s01289, s01316, s01317, s01344, s01349, s01355, s01461, s01462, s01534, s01535, s01536, s01543, s01605, s01607, s01608, s01736, s01737, s01746, s01771, s01811, s01878, s01880, s01881, s01882, s01883, s01884, s01887, s02230, s02276, s02277, s02278, s02279, s02280, s02317, s02318, s02320, s02351, s02353, s02386, s02387, s02454, s02455, s02621, s02622, s02808, s02824, s02861, s02862, s02864, s02867, s02868, s02878, s02930, s02931, s02933, s02934, s02961, s02965, s02998, s02999, s03000, s03001, s03002, s03003, s03083, s03084, s03205, s03210, s03211, s03215, s03217, s03218, s03219, s03220, s03221, s03222, s03223, s03224, s03225, s03230, s03231, s03235, s03303, s03315, s03316, s03317, s03318, s03344, s03345, s03346, s03347, s03348, s03349, s03350, s03355, s03380, s03381, s03382, s03383, s03386, s03387, s03418, s03569, s03621, s03622, s03668, s03694, s03710, s03734, s03745, s03746, s03747, s03748, s03753, s03756, s03767, s03768, s03771, s03772, s03775, s03789, s03810, s03812, s03826, s03829, s03830, s03838, s03840, s03842, s03843, s03844, s03847, s03849, s03851, s03852, s03853, s03854, s03855, s03856, s03858, s03859, s03860, s03863, s03864, s03865, s03866, s03867
ch0250564	Shae	female	4159	s00242, s00244, s00245, s00272, s00305, s00319, s00358, s00360, s00488, s00516, s00517, s00518, s00560, s00580, s00590, s00591, s00592, s00594, s00601, s00602, s00603, s00635, s00662, s00663, s00664, s00682, s00723, s00724, s00782, s00783, s00785, s00818, s00819, s00839, s01000, s01001, s01002, s01005, s01029, s01069, s01083, s01089, s01100, s01182, s01183, s01200, s01242, s01243, s01245, s01246, s01291, s01293, s01295, s01297, s01299, s01300, s01547, s01548, s01733
ch0250897	Stannis Baratheon	male	6345	s00301, s00303, s00343, s00344, s00402, s00407, s00416, s00417, s00565, s00566, s00577, s00588, s00608, s00620, s00630, s00632, s00638, s00643, s00645, s00652, s00656, s00658, s00668, s00670, s00689, s00694, s00705, s00707, s00718, s00790, s00872, s00966, s00967, s00968, s01063, s01064, s01066, s01076, s01209, s01218, s01302, s01303, s01304, s01306, s01388, s01511, s01512, s01513, s01702, s01703, s01715, s01756, s01779, s01781, s01783, s01786, s01817, s01849, s01861, s01862, s01905, s01906, s01907, s01908, s01912, s01950, s01969, s01970, s01971, s01975, s01976, s02041, s02042, s02136, s02137, s02149, s02169, s02170, s02186, s02187, s02188, s02189, s02192, s02199, s02200, s02202, s02207, s02208, s02209, s02210
ch0251492	Jeor Mormont	male	2473	s00075, s00088, s00172, s00180, s00202, s00203, s00210, s00212, s00233, s00282, s00283, s00299, s00300, s00347, s00348, s00427, s00443, s00759, s00760, s00831, s00832, s00865, s00866, s00867, s00922, s00924, s00925, s00927, s00928, s00930
ch0251493	Yoren	male	1786	s00085, s00094, s00119, s00133, s00135, s00253, s00254, s00255, s00279, s00280, s00281, s00318, s00372, s00373, s00374, s00376
ch0251495	Rakharo	male	2648	s00083, s00087, s00177, s00179, s00186, s00213, s00214, s00240, s00243, s00269, s00284, s00285, s00295, s00296, s00325
ch0251496	Grenn	male	4186	s00075, s00078, s00088, s00096, s00111, s00112, s00113, s00180, s00210, s00218, s00235, s00273, s00297, s00298, s00322, s00427, s00428, s00429, s00443, s00551, s00750, s00760, s00831, s00832, s00866, s00867, s00898, s00922, s00923, s00925, s00928, s01404, s01405, s01433, s01434, s01435, s01447, s01492, s01495, s01497, s01507, s01509, s01510, s01556, s01557, s01558, s01580, s01620, s01628, s01630, s01632, s01639, s01640, s01642, s01654, s01656, s01658, s01663, s01674, s01676, s01678, s01680, s01694, s01714, s01715
ch0251498	Rast	male	2582	s00047, s00075, s00078, s00088, s00096, s00111, s00112, s00113, s00180, s00218, s00235, s00760, s00830, s00831, s00832, s00898, s00922, s00923, s00925, s00927, s00928, s00930, s00932, s01448, s01449, s01450, s01451, s01457, s01458, s01487, s01494, s01508
ch0251736	Lysa Arryn	female	1552	s00141, s00159, s00162, s00207, s01475, s01476, s01480, s01573, s01574, s01575
ch0251737	Jon Arryn	male	121	s00016
ch0251974	Margaery Tyrell	female	8284	s00353, s00365, s00392, s00393, s00412, s00711, s00712, s00794, s00795, s00797, s00798, s00799, s00821, s00822, s00823, s00824, s00825, s00840, s00841, s00905, s00906, s00908, s00909, s00910, s00921, s00977, s01018, s01072, s01073, s01074, s01079, s01081, s01085, s01091, s01257, s01258, s01259, s01316, s01317, s01318, s01319, s01320, s01321, s01322, s01324, s01326, s01335, s01338, s01340, s01342, s01343, s01344, s01346, s01347, s01348, s01352, s01354, s01355, s01356, s01357, s01358, s01360, s01373, s01432, s01441, s01461, s01462, s01463, s01464, s01465, s01466, s01467, s01468, s01469, s01470, s01538, s01541, s01542, s01546, s01547, s01548, s01743, s01762, s01768, s01769, s01839, s01840, s01842, s01901, s01904, s02016, s02018, s02019, s02067, s02269, s02270, s02271, s02395, s02396, s02397, s02398, s02524, s02525, s02553, s02554, s02555, s02556, s02557, s02574, s02575, s02737, s02740, s02747, s02751, s02753, s02755, s02768, s02771, s02773, s02775, s02777, s02779, s02781, s02783, s02785
ch0254503	Brienne of Tarth	female	14425	s00353, s00354, s00355, s00390, s00391, s00402, s00410, s00439, s00483, s00484, s00525, s00527, s00528, s00530, s00531, s00542, s00715, s00716, s00813, s00814, s00851, s00852, s00857, s00889, s00891, s00893, s00895, s00914, s00915, s00951, s00969, s00995, s01038, s01051, s01052, s01053, s01054, s01215, s01216, s01258, s01259, s01268, s01269, s01347, s01348, s01349, s01442, s01443, s01481, s01486, s01565, s01566, s01567, s01568, s01725, s01726, s01727, s01728, s01729, s01759, s01792, s01793, s01794, s01795, s01796, s01847, s01848, s01954, s01955, s02035, s02196, s02198, s02210, s02262, s02263, s02327, s02328, s02329, s02376, s02377, s02380, s02406, s02407, s02408, s02422, s02460, s02461, s02463, s02464, s02625, s02626, s02628, s02629, s02651, s02654, s02833, s02834, s02847, s02849, s02851, s02890, s02990, s02991, s03004, s03005, s03007, s03155, s03211, s03214, s03215, s03217, s03218, s03219, s03220, s03221, s03222, s03223, s03224, s03225, s03230, s03231, s03313, s03314, s03315, s03318, s03380, s03381, s03382, s03383, s03384, s03395, s03398, s03399, s03418, s03428, s03429, s03436, s03439, s03465, s03483, s03510, s03541, s03544, s03554, s03559, s03572, s03582, s03639, s03644, s03646, s03648, s03687, s03701, s03708, s03715, s03729, s03733, s03745, s03746, s03747, s03748, s03753, s03756, s03759, s03761, s03768, s03770, s03773, s03776, s03777, s03786, s03788, s03789, s03832, s03834, s03835, s03836, s03837, s04119, s04120, s04121, s04131, s04134, s04135, s04136
ch0255280	Maester Cressen	male	432	s00301, s00302, s00303
ch0255396	Davos Seaworth	male	18181	s00301, s00302, s00303, s00340, s00341, s00343, s00402, s00407, s00408, s00409, s00416, s00417, s00565, s00566, s00576, s00579, s00586, s00599, s00612, s00615, s00620, s00774, s00775, s00776, s00789, s00790, s00970, s01065, s01066, s01076, s01199, s01208, s01209, s01210, s01211, s01218, s01302, s01303, s01304, s01305, s01388, s01389, s01511, s01512, s01513, s01515, s01702, s01715, s01756, s01779, s01781, s01817, s01849, s01850, s01950, s01971, s01972, s01974, s02040, s02041, s02136, s02137, s02149, s02150, s02151, s02242, s02243, s02251, s02252, s02253, s02254, s02256, s02290, s02291, s02303, s02305, s02306, s02307, s02333, s02334, s02335, s02336, s02338, s02339, s02340, s02341, s02371, s02372, s02379, s02380, s02460, s02577, s02578, s02579, s02590, s02593, s02597, s02598, s02680, s02681, s02682, s02683, s02684, s02687, s02690, s02694, s02697, s02698, s02700, s02702, s02703, s02706, s02712, s02714, s02719, s02732, s02733, s02804, s02819, s02820, s02833, s02834, s02870, s02890, s02894, s02895, s02926, s02927, s02928, s02929, s02932, s02933, s02996, s02998, s02999, s03000, s03001, s03002, s03003, s03008, s03009, s03011, s03084, s03087, s03091, s03092, s03093, s03096, s03097, s03100, s03110, s03111, s03112, s03148, s03149, s03183, s03206, s03210, s03211, s03215, s03217, s03218, s03219, s03220, s03221, s03222, s03223, s03224, s03225, s03230, s03231, s03235, s03236, s03314, s03315, s03318, s03344, s03345, s03346, s03347, s03348, s03349, s03350, s03355, s03380, s03381, s03382, s03383, s03384, s03385, s03406, s03408, s03409, s03418, s03429, s03436, s03439, s03458, s03459, s03477, s03482, s03492, s03496, s03498, s03499, s03500, s03596, s03598, s03600, s03603, s03607, s03618, s03629, s03631, s03633, s03635, s03637, s03655, s03740, s03748, s03753, s03756, s03760, s03761, s03762, s03771, s03774, s03789, s03802, s03807, s03877, s03879, s03880, s03899, s03900, s03927, s03928, s03929, s03947, s03948, s03989, s04004, s04060, s04062, s04063, s04064, s04075, s04076, s04079, s04119, s04120, s04121, s04133, s04134, s04135, s04136
ch0256424	Tommen Baratheon	male	5841	s00020, s00038, s00117, s00124, s00288, s00359, s00460, s00461, s00462, s00463, s00600, s00601, s00602, s00603, s00662, s00681, s00691, s00696, s00698, s00702, s00703, s00708, s01290, s01291, s01292, s01294, s01296, s01316, s01317, s01319, s01323, s01332, s01335, s01336, s01342, s01343, s01344, s01347, s01352, s01354, s01355, s01356, s01357, s01358, s01374, s01375, s01376, s01377, s01440, s01441, s01461, s01462, s01463, s01465, s01468, s01470, s01538, s01762, s01839, s01840, s01841, s01901, s01902, s01903, s01904, s02018, s02019, s02054, s02313, s02314, s02316, s02360, s02399, s02400, s02523, s02524, s02525, s02557, s02558, s02631, s02632, s02633, s02737, s02741, s02743, s02749, s02788, s02791, s02797
ch0257030	Lommy Greenhands	male	454	s00281, s00315, s00333, s00373, s00375, s00376
ch0259178	Hallyne	male	219	s00430, s00613, s00614, s00616, s00618, s00622, s00626, s00628, s00650, s00654
ch0259179	Jaqen H'ghar	male	2372	s00317, s00375, s00425, s00426, s00447, s00479, s00553, s00731, s00732, s00733, s01790, s01822, s01823, s01824, s01834, s01835, s01852, s01855, s01856, s01990, s01994, s01995, s01996, s02076, s02078, s02080, s02081, s02166, s02221, s02222, s02323, s02362, s02364, s02365, s02424, s02425, s02428, s02550, s02664, s02665
ch0266524	Black Lorren	male	516	s00421, s00453, s00496, s00720, s00721
ch0270368	Margaery's Handmaiden	female	122	s00794, s00795, s00797
ch0273432	Hot Pie	male	1892	s00281, s00315, s00333, s00373, s00375, s00376, s00395, s00396, s00399, s00404, s00405, s00447, s00545, s00546, s00564, s00730, s00731, s00837, s00838, s00849, s00850, s00860, s00861, s01565, s01567, s02887
ch0273477	Pypar	male	2475	s00075, s00078, s00088, s00096, s00111, s00112, s00113, s00180, s00181, s00210, s00218, s00235, s00273, s01213, s01403, s01405, s01447, s01558, s01580, s01615, s01623, s01624, s01635, s01637, s01650, s01661, s01714
ch0287523	Melisandre	female	7223	s00301, s00303, s00343, s00344, s00402, s00408, s00409, s00718, s00790, s00872, s00988, s00989, s00990, s01031, s01062, s01063, s01064, s01075, s01076, s01209, s01218, s01302, s01303, s01305, s01306, s01307, s01561, s01715, s01754, s01755, s01756, s01779, s01781, s01783, s01906, s01907, s01908, s01910, s01911, s01972, s01976, s02041, s02042, s02133, s02135, s02137, s02170, s02185, s02186, s02187, s02188, s02243, s02254, s02292, s02333, s02334, s02335, s02339, s02371, s02372, s02379, s02380, s02460, s02462, s02464, s02507, s02689, s02732, s02733, s02803, s02804, s02805, s02868, s02930, s02931, s03476, s03478, s03479, s03487, s03489, s03490, s03491, s03492, s03495, s03497, s03499, s03500, s03604, s03610, s03611, s03612, s03617, s03671, s03672, s03738, s03739, s03740
ch0292152	Balon Greyjoy	male	1070	s00338, s00339, s00356, s00368, s01196, s02330, s02331, s02332
ch0294458	Vardis Egen	male	791	s00136, s00141, s00159, s00162
ch0295802	Osha	female	3248	s00153, s00170, s00217, s00257, s00258, s00259, s00294, s00441, s00442, s00451, s00452, s00453, s00487, s00489, s00490, s00491, s00498, s00572, s00575, s00734, s00735, s00736, s00737, s00808, s00833, s00836, s00844, s00845, s00846, s00848, s00983, s01046, s01114, s01121, s01123, s01125, s01133, s01143, s01144, s02368, s02369, s02404
ch0300040	Gendry	male	7714	s00108, s00281, s00315, s00317, s00318, s00333, s00334, s00372, s00373, s00374, s00375, s00376, s00395, s00396, s00399, s00400, s00404, s00405, s00447, s00545, s00546, s00564, s00730, s00731, s00837, s00838, s00849, s00850, s00858, s00860, s00933, s00934, s00935, s00945, s00946, s00950, s00957, s00990, s01031, s01062, s01063, s01075, s01076, s01199, s01210, s01211, s03091, s03092, s03093, s03096, s03097, s03100, s03110, s03111, s03112, s03113, s03114, s03116, s03117, s03118, s03122, s03127, s03129, s03131, s03132, s03133, s03135, s03137, s03141, s03142, s03144, s03145, s03147, s03149, s03302, s03319, s03320, s03360, s03361, s03362, s03363, s03388, s03389, s03414, s03433, s03434, s03435, s03442, s03467, s03518, s03524, s03528, s03535, s03563, s03586, s03646, s03687, s03701, s03708, s03715, s03729, s03733, s03748, s03753, s03755, s03756, s03757, s03784, s03785, s04119, s04120, s04121
ch0300217	Yara Greyjoy	female	4435	s00336, s00337, s00339, s00356, s00357, s00368, s00421, s00422, s00533, s00534, s01196, s01197, s01516, s01518, s01520, s01522, s01524, s01525, s01526, s01527, s01528, s02330, s02331, s02332, s02403, s02440, s02441, s02443, s02445, s02447, s02449, s02595, s02596, s02691, s02823, s02878, s02903, s02904, s02906, s02907, s02909, s02917, s02919, s02920, s02937, s02938, s02939, s03329, s03340, s03341, s03342, s04119, s04120, s04121
ch0300218	Craster	male	751	s00299, s00345, s00346, s00347, s00866, s00867, s00924, s00925, s00926, s00927, s00930
ch0300651	Janos Slynt	male	3112	s00101, s00190, s00191, s00228, s00289, s00312, s00314, s00321, s00330, s00331, s01255, s01256, s01385, s01403, s01405, s01435, s01436, s01446, s01447, s01557, s01558, s01620, s01632, s01639, s01648, s01649, s01692, s01714, s01715, s01753, s01779, s01784, s01819, s01820, s01860, s01861
ch0300949	Robin Arryn	male	2220	s00141, s00159, s00162, s00207, s01475, s01571, s01601, s01602, s01757, s01758, s02381, s02383, s02384, s02385, s04119, s04120, s04121
ch0303950	Xaro Xhoan Daxos	male	1242	s00403, s00436, s00444, s00445, s00474, s00475, s00492, s00493, s00504, s00523, s00745, s00746
ch0303951	Qhorin Halfhand	male	857	s00443, s00454, s00457, s00535, s00537, s00548, s00743
ch0303952	Pyat Pree	male	707	s00403, s00436, s00523, s00524, s00742
ch0304492	Ygritte	female	4717	s00457, s00458, s00459, s00485, s00499, s00500, s00505, s00512, s00513, s00535, s00536, s00548, s00743, s00744, s00761, s00763, s00764, s00765, s00829, s00864, s00947, s00948, s00949, s00984, s00985, s00986, s00991, s00997, s01006, s01007, s01009, s01015, s01016, s01017, s01043, s01045, s01116, s01118, s01119, s01126, s01128, s01130, s01131, s01132, s01135, s01205, s01250, s01251, s01252, s01400, s01401, s01577, s01578, s01579, s01612, s01613, s01617, s01624, s01625, s01631, s01635, s01637, s01648, s01650, s01684, s01685, s01686, s01718
ch0304494	Joyeuse Erenford	female	693	s00231, s01108, s01149, s01153, s01164, s01166, s01172, s01174, s01175, s01176
ch0304762	Dagmer Cleftjaw	male	1080	s00421, s00422, s00423, s00449, s00451, s00452, s00453, s00496, s00497, s00510, s00532, s00533, s00571, s00573, s00720, s00721
ch0304921	White Walker	male	1557	s00009, s00012, s00346, s00752, s00753, s00757, s00758, s00759, s00760, s01104, s01313, s01459, s01460, s02116, s02117, s02127, s02458, s02479, s02829, s03079, s03138, s03140, s03141, s03153, s03160, s03161, s03163, s03164, s03166, s03188, s03189, s03264, s03266, s03268, s03270, s03272, s03289, s03290, s03448, s03550, s03693, s03713, s03716, s03718, s03726, s03727
ch0304969	Kovarro	male	1082	s00295, s00394, s00434, s00474, s00475, s00492, s00493, s00523, s00524, s00569, s00726, s00728, s00745, s00746, s00747, s00748
ch0304972	Stiv	male	207	s00153
ch0305001	Marillion	male	547	s00119, s00125, s00261
ch0305002	Amory Lorch	male	406	s00374, s00376, s00405, s00455, s00478, s00480
ch0305003	Othell Yarwyck	male	2101	s00180, s00184, s00185, s00202, s01255, s01256, s01403, s01558, s01819, s01820, s01950, s02027, s02028, s02145, s02146, s02247, s02255, s02290, s02303, s02372, s02373
ch0305004	Timett	male	447	s00222, s00223, s00247, s00370
ch0305005	Spice King	male	702	s00403, s00475, s00523
ch0305006	Roose Bolton	male	3286	s00379, s00381, s00484, s00486, s00507, s00508, s00561, s00562, s00777, s00779, s00780, s00810, s00951, s00995, s01039, s01142, s01149, s01150, s01151, s01152, s01153, s01154, s01155, s01156, s01164, s01175, s01177, s01191, s01285, s01286, s01287, s01288, s01596, s01597, s01845, s01858, s01876, s01877, s01965, s01966, s01967, s02025, s02085, s02259, s02324, s02325
ch0305007	Talisa Maegyr	female	3197	s00380, s00381, s00383, s00482, s00483, s00508, s00509, s00538, s00539, s00562, s00563, s00725, s00780, s00809, s00810, s00826, s00827, s00853, s00863, s00959, s00960, s00961, s00962, s00976, s01011, s01012, s01013, s01108, s01142, s01149, s01151, s01152, s01153, s01154, s01155, s01157, s01158, s01164, s01165, s01173, s01174
ch0305008	Eddison Tollett	male	6667	s00297, s00298, s00322, s00427, s00429, s00443, s00551, s00750, s00760, s00831, s00832, s00866, s00867, s00898, s00922, s00923, s00925, s00928, s01404, s01405, s01447, s01492, s01497, s01507, s01509, s01510, s01556, s01557, s01558, s01580, s01620, s01628, s01630, s01632, s01639, s01640, s01642, s01652, s01654, s01656, s01659, s01666, s01673, s01688, s01690, s01697, s01714, s01715, s01779, s01781, s01783, s01819, s01860, s01861, s01905, s01950, s01974, s02027, s02028, s02094, s02095, s02096, s02097, s02098, s02100, s02108, s02120, s02122, s02124, s02125, s02127, s02128, s02138, s02140, s02144, s02145, s02146, s02148, s02252, s02253, s02256, s02304, s02305, s02306, s02307, s02334, s02335, s02341, s02370, s02371, s02372, s02373, s02374, s02375, s02377, s02406, s02407, s02408, s02460, s02463, s02465, s02831, s02832, s03374, s03375, s03376, s03411, s03412, s03426, s03467, s03468, s03486, s03518, s03528, s03533, s03566, s03568, s03690, s03750, s03753
ch0305010	Greatjon Umber	male	801	s00215, s00220, s00224, s00226, s00230, s00237, s00251, s00263
ch0305011	Mirri Maz Duur	female	1401	s00213, s00214, s00243, s00268, s00269, s00270, s00284
ch0305012	Alton Lannister	male	600	s00307, s00320, s00507, s00520, s00521
ch0305013	Kevan Lannister	male	1640	s00223, s00241, s00266, s00543, s01764, s01765, s01813, s02240, s02241, s02357, s02358, s02401, s02558, s02631, s02632, s02633, s02740, s02747, s02751, s02768, s02775, s02777, s02779, s02785
ch0305014	Armeca	female	629	s00169, s00311, s00328, s00582, s00583
ch0305015	Daisy	female	474	s00311, s00312, s00370, s00388
ch0305018	Nan	female	305	s00073, s00093, s02297, s02474, s02478, s02493, s02495
ch0305019	Rorge	male	182	s00317, s00544, s01554
ch0305021	Shagga	male	490	s00209, s00222, s00223, s00247
ch0305022	Quaithe	female	133	s00437, s00438, s00522
ch0305023	Polliver	male	711	s00374, s00375, s00401, s01273, s01275, s01276, s01277, s01278
ch0305026	Hugh of the Vale	male	319	s00106, s00117, s00121
ch0305027	Farlen	male	92	s00451
ch0305028	Biter	male	134	s00317, s00544, s01553
ch0305029	Matthos Seaworth	male	929	s00301, s00303, s00340, s00341, s00343, s00565, s00579, s00586, s00599, s00612, s00615, s00620
ch0305030	Drennan	male	101	s00490, s00496
ch0305031	Dontos Hollard	male	638	s00288, s00633, s01271, s01352, s01359, s01360, s01362, s01364, s01367, s01368, s01369, s01371
ch0305033	The Tickler	male	295	s00400, s00404, s00405, s00447
ch0305034	Jacks	male	112	s00525, s00527, s00528
ch0305036	Bowen Marsh	male	1137	s01860, s01950, s02027, s02028, s02037, s02145, s02247, s02255, s02290, s02303, s02372, s02373
ch0305037	Goldcloak	male	133	s00318
ch0305038	Mhaegen	female	181	s00145, s00312
ch0305039	Tobho Mott	male	140	s00108, s00314
ch0305040	Leo Lefford	male	76	s00266
ch0305041	Lord Galbart Glover	male	0	
ch0305042	Pentoshi Servant		0	
ch0305043	Wight Wildling Girl	female	51	s00002, s00011, s01313
ch0305044	Jhiqui	female	299	s00036, s00049
ch0305045	Mycah	male	194	s00057, s00061
ch0305046	Catspaw Assassin	male	192	s00048
ch0305047	Lannister Guardsman	male	0	
ch0305048	Royal Steward	male	685	s00067, s00137, s00188, s00190, s00191, s00228
ch0305308	Lannister Captain	male	56	s02312
ch0305311	Stark Guard	male	0	
ch0305314	Masha Heddle	female	0	
ch0305315	Willis Wode	male	0	
ch0305317	Knight of House Frey	male	0	
ch0305319	Night's Watch Deserter	male	0	
ch0305320	Beric Dondarrion	male	5171	s00161, s00935, s00945, s00946, s00950, s00964, s00989, s00990, s01032, s01033, s01034, s01035, s02658, s02659, s02853, s02855, s02856, s03112, s03113, s03114, s03116, s03117, s03118, s03122, s03126, s03127, s03128, s03129, s03131, s03132, s03133, s03135, s03137, s03141, s03142, s03143, s03146, s03151, s03152, s03153, s03157, s03158, s03159, s03161, s03162, s03163, s03164, s03165, s03174, s03263, s03265, s03267, s03269, s03273, s03275, s03277, s03279, s03285, s03373, s03374, s03375, s03376, s03411, s03412, s03418, s03431, s03467, s03485, s03514, s03528, s03535, s03542, s03605, s03608, s03612, s03620, s03651, s03655, s03660, s03669, s03670, s03671, s03672, s03749, s03753
ch0305321	Eon Hunter	male	0	
ch0305322	Knight of House Lynderly	male	0	
ch0305323	Wine Merchant	male	431	s00179, s00186, s00187
ch0305324	Jaremy Rykker	male	330	s00180
ch0305325	Tomard	male	210	s00183
ch0305326	Arthur	male	360	s00178, s01592, s02354, s02355, s02757, s02759, s02760, s02761, s02762, s02763, s02764, s02765, s02766, s02767
ch0305327	Night's Watch Messenger	male	188	s01576, s01578
ch0305328	Walder Frey	male	1836	s00231, s00232, s01108, s01142, s01149, s01152, s01153, s01154, s01164, s01165, s01166, s01168, s01172, s01173, s01174, s01176, s01191, s02559, s02560, s02793, s02796, s02811, s02812, s02826, s02827
ch0305329	Stevron Frey	male	96	s00231
ch0305331	Rickard Karstark	male	785	s00263, s00507, s00527, s00540, s00779, s00780, s00826, s00958, s00960, s00962
ch0305332	Jonos Bracken	male	136	s00263
ch0305333	Addam Marbrand	male	76	s00266
ch0305334	Lord Portan	male	116	s00291
ch0305888	Rattleshirt	male	603	s00535, s00548, s00743, s00761, s00764, s00765, s02096
ch0306046	Podrick Payne	male	7439	s00330, s00554, s00556, s00558, s00584, s00589, s00592, s00597, s00598, s00606, s00611, s00614, s00618, s00626, s00628, s00640, s00650, s00654, s00676, s00678, s00680, s00690, s00692, s00699, s00701, s00709, s00722, s00723, s00769, s00771, s00772, s00773, s00880, s00882, s00883, s00884, s00886, s00954, s00956, s01069, s01184, s01201, s01202, s01226, s01227, s01281, s01289, s01292, s01296, s01330, s01331, s01349, s01355, s01362, s01397, s01443, s01481, s01486, s01565, s01566, s01567, s01568, s01725, s01726, s01727, s01729, s01759, s01792, s01793, s01795, s01796, s01847, s01848, s01953, s01954, s01955, s02195, s02196, s02198, s02262, s02263, s02327, s02329, s02376, s02377, s02406, s02407, s02408, s02464, s02625, s02626, s02627, s02629, s02651, s02654, s02833, s02834, s02847, s02849, s02990, s02991, s03004, s03005, s03007, s03211, s03212, s03215, s03217, s03313, s03314, s03315, s03397, s03398, s03428, s03429, s03436, s03439, s03465, s03535, s03542, s03563, s03582, s03644, s03646, s03687, s03701, s03708, s03715, s03729, s03733, s03745, s03746, s03747, s03748, s03753, s03756, s03761, s03768, s03770, s03773, s03776, s03777, s03778, s03779, s04135
ch0306220	Mandon Moore	male	268	s00558, s00603, s00674, s00676, s00678, s00680, s00690
ch0306346	Shireen Baratheon	female	1606	s00968, s00970, s01208, s01307, s01389, s01715, s01780, s01781, s01785, s01814, s01815, s01816, s01905, s01912, s01974, s02151, s02169, s02170
ch0306456	Winterfell Shepherd	male	155	s00440, s00510
ch0306819	Gilly	female	5830	s00299, s00323, s00324, s00349, s00869, s00899, s00900, s00931, s00982, s01101, s01103, s01104, s01105, s01112, s01194, s01198, s01207, s01386, s01390, s01391, s01392, s01393, s01576, s01579, s01613, s01615, s01622, s01649, s01692, s01752, s01753, s01781, s01783, s01784, s01814, s01815, s01968, s01969, s01974, s02030, s02036, s02037, s02043, s02044, s02045, s02046, s02047, s02091, s02092, s02191, s02342, s02519, s02521, s02522, s02526, s02527, s02529, s02530, s02531, s02798, s02799, s02859, s03101, s03103, s03249, s03406, s03407, s03408, s03409, s03440, s03569, s03621, s03622, s03668, s03694, s03734, s03756, s03768, s03805, s03806, s03807
ch0309687	Ellaria Sand	female	2794	s01228, s01229, s01230, s01231, s01232, s01233, s01317, s01319, s01321, s01323, s01331, s01343, s01345, s01353, s01394, s01395, s01606, s01607, s01608, s01609, s01801, s01802, s01803, s01804, s01920, s01921, s02007, s02012, s02152, s02167, s02168, s02223, s02225, s02272, s02273, s02274, s02807, s02808, s02878, s02903, s02908, s02915, s02937, s02938, s02939, s02940, s02941
ch0316921	Jojen Reed	male	2701	s00807, s00835, s00836, s00844, s00846, s00847, s00848, s00901, s00903, s00983, s01046, s01114, s01121, s01123, s01125, s01129, s01133, s01143, s01189, s01190, s01193, s01194, s01198, s01309, s01310, s01311, s01312, s01314, s01452, s01454, s01455, s01456, s01458, s01489, s01490, s01491, s01493, s01494, s01496, s01498, s01503, s01719, s01720, s01721
ch0316922	Orell	male	1049	s00829, s00864, s00947, s00984, s00997, s01006, s01010, s01016, s01017, s01116, s01118, s01122, s01124, s01126, s01128, s01130, s01131, s01134
