#sid	uid	name	killed
s00864	ch0316922	Orell	false
s00864	ch0316925	Tormund Giantsbane	false
s00864	ch0335039	Mance Rayder	false
s00865	ch0244961	Samwell Tarly	false
s00865	ch0251492	Jeor Mormont	false
s00865	ch0396528	Karl Tanner	false
s00865	ui0000005	Ghost	false
s00866	ch0251492	Jeor Mormont	false
s00866	ch0251496	Grenn	false
s00866	ch0300218	Craster	false
s00866	ch0305008	Eddison Tollett	false
s00866	ch0396528	Karl Tanner	false
s00867	ch0244961	Samwell Tarly	false
s00867	ch0251492	Jeor Mormont	false
s00867	ch0251496	Grenn	false
s00867	ch0300218	Craster	false
s00867	ch0305008	Eddison Tollett	false
s00867	ch0396528	Karl Tanner	false
s00868	ch0244961	Samwell Tarly	false
s00869	ch0244961	Samwell Tarly	false
s00869	ch0306819	Gilly	false
s00869	ch0547881	Baby Sam	false
s00870	ch0158526	Theon Greyjoy	false
s00870	ch0321004	Ramsay Snow	false
s00871	ch0158526	Theon Greyjoy	false
s00871	ch0321004	Ramsay Snow	false
s00872	ch0250897	Stannis Baratheon	false
s00872	ch0287523	Melisandre	false
s00873	ch0158221	Jorah Mormont	false
s00873	ch0158597	Daenerys Targaryen	false
s00873	ch0241346	Barristan Selmy	false
s00874	ch0158221	Jorah Mormont	false
s00874	ch0158597	Daenerys Targaryen	false
s00874	ch0241346	Barristan Selmy	false
s00875	ch0158221	Jorah Mormont	false
s00875	ch0158597	Daenerys Targaryen	false
s00875	ch0241346	Barristan Selmy	false
s00875	ch0316923	Missandei	false
s00875	ch0339503	Kraznys mo Nakloz	false
s00875	ch0396531	Greizhen mo Ullhor	false
s00876	ch0158221	Jorah Mormont	false
s00876	ch0158597	Daenerys Targaryen	false
s00876	ch0241346	Barristan Selmy	false
s00877	ch0158221	Jorah Mormont	false
s00877	ch0158597	Daenerys Targaryen	false
s00877	ch0241346	Barristan Selmy	false
s00877	ch0316923	Missandei	false
s00878	ch0158597	Daenerys Targaryen	false
s00878	ch0316923	Missandei	false
s00879	ch0158221	Jorah Mormont	false
s00879	ch0158597	Daenerys Targaryen	false
s00879	ch0241346	Barristan Selmy	false
s00879	ch0316923	Missandei	false
s00880	ch0010187	Ros	false
s00880	ch0146096	Tyrion Lannister	false
s00880	ch0245982	Petyr Baelish	false
s00880	ch0306046	Podrick Payne	false
s00881	ch0146096	Tyrion Lannister	false
s00881	ch0245982	Petyr Baelish	false
s00882	ch0146096	Tyrion Lannister	false
s00882	ch0241345	Bronn	false
s00882	ch0306046	Podrick Payne	false
s00883	ch0146096	Tyrion Lannister	false
s00883	ch0241345	Bronn	false
s00883	ch0306046	Podrick Payne	false
s00884	ch0146096	Tyrion Lannister	false
s00884	ch0241345	Bronn	false
s00884	ch0306046	Podrick Payne	false
s00884	ch0431526	Kayla	false
s00884	ch0431527	Marei	false
s00885	ch0146096	Tyrion Lannister	false
s00885	ch0241345	Bronn	false
s00886	ch0146096	Tyrion Lannister	false
s00886	ch0241345	Bronn	false
s00886	ch0306046	Podrick Payne	false
s00887	ch0158526	Theon Greyjoy	false
s00887	ui0000070	Master Torturer	false
s00888	ch0158526	Theon Greyjoy	false
s00888	ch0321004	Ramsay Snow	false
s00888	ui0000070	Master Torturer	true
s00889	ch0045904	Locke	false
s00889	ch0158527	Jaime Lannister	false
s00889	ch0254503	Brienne of Tarth	false
s00890	ch0045904	Locke	false
s00890	ch0158527	Jaime Lannister	false
s00891	ch0045904	Locke	false
s00891	ch0158527	Jaime Lannister	false
s00891	ch0254503	Brienne of Tarth	false
s00892	ch0045904	Locke	false
s00892	ch0158527	Jaime Lannister	false
s00893	ch0045904	Locke	false
s00893	ch0158527	Jaime Lannister	false
s00893	ch0254503	Brienne of Tarth	false
s00894	ch0045904	Locke	false
s00894	ch0158527	Jaime Lannister	false
s00895	ch0045904	Locke	false
s00895	ch0158527	Jaime Lannister	false
s00895	ch0254503	Brienne of Tarth	false
s00896	ch0146096	Tyrion Lannister	false
s00896	ch0249636	Lord Varys	false
s00897	ch0146096	Tyrion Lannister	false
s00897	ch0249636	Lord Varys	false
s00898	ch0251496	Grenn	false
s00898	ch0251498	Rast	false
s00898	ch0305008	Eddison Tollett	false
s00899	ch0306819	Gilly	false
s00899	ch0547881	Baby Sam	false
s00900	ch0244961	Samwell Tarly	false
s00900	ch0306819	Gilly	false
s00900	ch0547881	Baby Sam	false
s00901	ch0234897	Bran Stark	false
s00901	ch0316921	Jojen Reed	false
s00902	ch0145135	Catelyn Stark	false
s00902	ch0234897	Bran Stark	false
s00903	ch0234897	Bran Stark	false
s00903	ch0316921	Jojen Reed	false
s00904	ch0010187	Ros	false
s00904	ch0249636	Lord Varys	false
s00905	ch0156278	Joffrey Baratheon	false
s00905	ch0251974	Margaery Tyrell	false
s00906	ch0010188	Olenna Tyrell	false
s00906	ch0156278	Joffrey Baratheon	false
s00906	ch0159526	Cersei Lannister	false
s00906	ch0251974	Margaery Tyrell	false
s00907	ch0010188	Olenna Tyrell	false
s00907	ch0159526	Cersei Lannister	false
s00908	ch0156278	Joffrey Baratheon	false
s00908	ch0251974	Margaery Tyrell	false
s00909	ch0010188	Olenna Tyrell	false
s00909	ch0156278	Joffrey Baratheon	false
s00909	ch0159526	Cersei Lannister	false
s00909	ch0251974	Margaery Tyrell	false
s00910	ch0156278	Joffrey Baratheon	false
s00910	ch0159526	Cersei Lannister	false
s00910	ch0251974	Margaery Tyrell	false
s00911	ch0158526	Theon Greyjoy	false
s00911	ch0321004	Ramsay Snow	false
s00912	ch0158526	Theon Greyjoy	false
s00912	ch0321004	Ramsay Snow	false
s00913	ch0158526	Theon Greyjoy	false
s00913	ch0321004	Ramsay Snow	false
s00914	ch0045904	Locke	false
s00914	ch0158527	Jaime Lannister	false
s00914	ch0254503	Brienne of Tarth	false
s00915	ch0158527	Jaime Lannister	false
s00915	ch0254503	Brienne of Tarth	false
s00916	ch0159526	Cersei Lannister	false
s00916	ch0242185	Tywin Lannister	false
s00917	ch0010188	Olenna Tyrell	false
s00918	ch0010188	Olenna Tyrell	false
s00918	ch0249636	Lord Varys	false
s00919	ch0010188	Olenna Tyrell	false
s00919	ch0249636	Lord Varys	false
s00920	ch0010188	Olenna Tyrell	false
s00920	ch0249636	Lord Varys	false
s00921	ch0158137	Sansa Stark	false
s00921	ch0251974	Margaery Tyrell	false
s00922	ch0244961	Samwell Tarly	false
s00922	ch0251492	Jeor Mormont	false
s00922	ch0251496	Grenn	false
s00922	ch0251498	Rast	false
s00922	ch0305008	Eddison Tollett	false
s00923	ch0244961	Samwell Tarly	false
s00923	ch0251496	Grenn	false
s00923	ch0251498	Rast	false
s00923	ch0305008	Eddison Tollett	false
s00924	ch0251492	Jeor Mormont	false
s00924	ch0300218	Craster	false
s00925	ch0244961	Samwell Tarly	false
s00925	ch0251492	Jeor Mormont	false
s00925	ch0251496	Grenn	false
s00925	ch0251498	Rast	false
s00925	ch0300218	Craster	false
s00925	ch0305008	Eddison Tollett	false
s00925	ch0396528	Karl Tanner	false
s00926	ch0244961	Samwell Tarly	false
s00926	ch0300218	Craster	false
s00926	ch0396528	Karl Tanner	false
s00927	ch0244961	Samwell Tarly	false
s00927	ch0251492	Jeor Mormont	false
s00927	ch0251498	Rast	false
s00927	ch0300218	Craster	true
s00927	ch0396528	Karl Tanner	false
s00928	ch0244961	Samwell Tarly	false
s00928	ch0251492	Jeor Mormont	false
s00928	ch0251496	Grenn	false
s00928	ch0251498	Rast	false
s00928	ch0305008	Eddison Tollett	false
s00928	ch0396528	Karl Tanner	false
s00929	ch0244961	Samwell Tarly	false
s00930	ch0251492	Jeor Mormont	true
s00930	ch0251498	Rast	false
s00930	ch0300218	Craster	false
s00931	ch0244961	Samwell Tarly	false
s00931	ch0306819	Gilly	false
s00931	ch0547881	Baby Sam	false
s00932	ch0251498	Rast	false
s00933	ch0158604	Arya Stark	false
s00933	ch0300040	Gendry	false
s00933	ch0316927	Thoros of Myr	false
s00933	ch0316930	Anguy	false
s00934	ch0158604	Arya Stark	false
s00934	ch0162882	Sandor Clegane	false
s00934	ch0300040	Gendry	false
s00934	ch0316927	Thoros of Myr	false
s00934	ch0316930	Anguy	false
s00935	ch0158604	Arya Stark	false
s00935	ch0162882	Sandor Clegane	false
s00935	ch0300040	Gendry	false
s00935	ch0305320	Beric Dondarrion	false
s00935	ch0316927	Thoros of Myr	false
s00935	ch0316930	Anguy	false
s00936	ch0158221	Jorah Mormont	false
s00936	ch0158597	Daenerys Targaryen	false
s00936	ch0241346	Barristan Selmy	false
s00936	ch0316923	Missandei	false
s00936	ch0339503	Kraznys mo Nakloz	false
s00936	ch0396531	Greizhen mo Ullhor	false
s00937	ch0158221	Jorah Mormont	false
s00937	ch0158597	Daenerys Targaryen	false
s00937	ch0241346	Barristan Selmy	false
s00937	ch0316923	Missandei	false
s00937	ch0339503	Kraznys mo Nakloz	false
s00937	ch0396531	Greizhen mo Ullhor	false
s00937	ui0000003	Drogon	false
s00938	ch0158221	Jorah Mormont	false
s00938	ch0158597	Daenerys Targaryen	false
s00938	ch0241346	Barristan Selmy	false
s00938	ch0316923	Missandei	false
s00938	ch0339503	Kraznys mo Nakloz	true
s00939	ch0158597	Daenerys Targaryen	false
s00939	ui0000003	Drogon	false
s00940	ch0158221	Jorah Mormont	false
s00940	ch0158597	Daenerys Targaryen	false
s00940	ch0241346	Barristan Selmy	false
s00942	ch0158221	Jorah Mormont	false
s00942	ch0158597	Daenerys Targaryen	false
s00942	ch0241346	Barristan Selmy	false
s00942	ch0316923	Missandei	false
s00943	ch0158221	Jorah Mormont	false
s00943	ch0158597	Daenerys Targaryen	false
s00943	ch0316923	Missandei	false
s00944	ui0000003	Drogon	false
s00944	ui0000016	Rhaegal	false
s00944	ui0000024	Viserion	false
s00945	ch0158604	Arya Stark	false
s00945	ch0162882	Sandor Clegane	false
s00945	ch0300040	Gendry	false
s00945	ch0305320	Beric Dondarrion	true
s00945	ch0316927	Thoros of Myr	false
s00945	ch0316930	Anguy	false
s00946	ch0158604	Arya Stark	false
s00946	ch0162882	Sandor Clegane	false
s00946	ch0300040	Gendry	false
s00946	ch0305320	Beric Dondarrion	false
s00946	ch0316927	Thoros of Myr	false
s00946	ch0316930	Anguy	false
s00947	ch0155777	Jon Snow	false
s00947	ch0304492	Ygritte	false
s00947	ch0316922	Orell	false
s00947	ch0316925	Tormund Giantsbane	false
s00948	ch0155777	Jon Snow	false
s00948	ch0304492	Ygritte	false
s00949	ch0155777	Jon Snow	false
s00949	ch0304492	Ygritte	false
s00950	ch0158604	Arya Stark	false
s00950	ch0162882	Sandor Clegane	false
s00950	ch0300040	Gendry	false
s00950	ch0305320	Beric Dondarrion	false
s00950	ch0316927	Thoros of Myr	false
s00950	ch0316930	Anguy	false
s00951	ch0045904	Locke	false
s00951	ch0158527	Jaime Lannister	false
s00951	ch0254503	Brienne of Tarth	false
s00951	ch0305006	Roose Bolton	false
s00952	ch0158527	Jaime Lannister	false
s00952	ch0316929	Qyburn	false
s00953	ch0159526	Cersei Lannister	false
s00953	ch0245982	Petyr Baelish	false
s00954	ch0010188	Olenna Tyrell	false
s00954	ch0146096	Tyrion Lannister	false
s00954	ch0306046	Podrick Payne	false
s00955	ch0010188	Olenna Tyrell	false
s00955	ch0146096	Tyrion Lannister	false
s00956	ch0010188	Olenna Tyrell	false
s00956	ch0146096	Tyrion Lannister	false
s00956	ch0306046	Podrick Payne	false
s00957	ch0158604	Arya Stark	false
s00957	ch0300040	Gendry	false
s00958	ch0305331	Rickard Karstark	false
s00958	ch0395355	Martyn Lannister	true
s00958	ch0395356	Willem Lannister	true
s00959	ch0145135	Catelyn Stark	false
s00959	ch0158596	Robb Stark	false
s00959	ch0305007	Talisa Maegyr	false
s00959	ch0316931	Edmure Tully	false
s00959	ch0381563	Brynden Tully	false
s00960	ch0145135	Catelyn Stark	false
s00960	ch0158596	Robb Stark	false
s00960	ch0305007	Talisa Maegyr	false
s00960	ch0305331	Rickard Karstark	false
s00960	ch0316931	Edmure Tully	false
s00960	ch0381563	Brynden Tully	false
s00961	ch0145135	Catelyn Stark	false
s00961	ch0158596	Robb Stark	false
s00961	ch0305007	Talisa Maegyr	false
s00961	ch0316931	Edmure Tully	false
s00962	ch0145135	Catelyn Stark	false
s00962	ch0158596	Robb Stark	false
s00962	ch0305007	Talisa Maegyr	false
s00962	ch0305331	Rickard Karstark	true
s00962	ch0316931	Edmure Tully	false
s00962	ch0381563	Brynden Tully	false
s00963	ch0158604	Arya Stark	false
s00963	ch0316927	Thoros of Myr	false
s00964	ch0158604	Arya Stark	false
s00964	ch0305320	Beric Dondarrion	false
s00964	ch0316927	Thoros of Myr	false
s00965	ch0316924	Selyse Baratheon	false
s00966	ch0250897	Stannis Baratheon	false
s00966	ch0316924	Selyse Baratheon	false
s00967	ch0250897	Stannis Baratheon	false
s00968	ch0250897	Stannis Baratheon	false
s00968	ch0306346	Shireen Baratheon	false
s00969	ch0158527	Jaime Lannister	false
s00969	ch0254503	Brienne of Tarth	false
s00970	ch0255396	Davos Seaworth	false
s00970	ch0306346	Shireen Baratheon	false
s00972	ch0158597	Daenerys Targaryen	false
s00973	ch0158221	Jorah Mormont	false
s00973	ch0158597	Daenerys Targaryen	false
s00973	ch0241346	Barristan Selmy	false
s00974	ch0158597	Daenerys Targaryen	false
s00974	ch0316923	Missandei	false
s00974	ch0335038	Grey Worm	false
s00975	ch0158221	Jorah Mormont	false
s00975	ch0241346	Barristan Selmy	false
s00976	ch0158596	Robb Stark	false
s00976	ch0305007	Talisa Maegyr	false
s00977	ch0158137	Sansa Stark	false
s00977	ch0231428	Loras Tyrell	false
s00977	ch0251974	Margaery Tyrell	false
s00977	ch0403194	Olyvar	false
s00978	ch0231428	Loras Tyrell	false
s00978	ch0403194	Olyvar	false
s00979	ch0245982	Petyr Baelish	false
s00979	ch0403194	Olyvar	false
s00980	ch0158137	Sansa Stark	false
s00980	ch0245982	Petyr Baelish	false
s00981	ch0146096	Tyrion Lannister	false
s00981	ch0159526	Cersei Lannister	false
s00981	ch0242185	Tywin Lannister	false
s00982	ch0244961	Samwell Tarly	false
s00982	ch0306819	Gilly	false
s00982	ch0547881	Baby Sam	false
s00983	ch0233141	Rickon Stark	false
s00983	ch0234897	Bran Stark	false
s00983	ch0238584	Hodor	false
s00983	ch0295802	Osha	false
s00983	ch0316921	Jojen Reed	false
s00983	ch0316928	Meera Reed	false
s00984	ch0155777	Jon Snow	false
s00984	ch0304492	Ygritte	false
s00984	ch0316922	Orell	false
s00984	ch0316925	Tormund Giantsbane	false
s00985	ch0155777	Jon Snow	false
s00985	ch0304492	Ygritte	false
s00986	ch0155777	Jon Snow	false
s00986	ch0304492	Ygritte	false
s00986	ch0316925	Tormund Giantsbane	false
s00987	ch0158604	Arya Stark	false
s00987	ch0316927	Thoros of Myr	false
s00987	ch0316930	Anguy	false
s00988	ch0158604	Arya Stark	false
s00988	ch0287523	Melisandre	false
s00988	ch0316927	Thoros of Myr	false
s00988	ch0316930	Anguy	false
s00989	ch0287523	Melisandre	false
s00989	ch0305320	Beric Dondarrion	false
s00989	ch0316927	Thoros of Myr	false
s00990	ch0158604	Arya Stark	false
s00990	ch0287523	Melisandre	false
s00990	ch0300040	Gendry	false
s00990	ch0305320	Beric Dondarrion	false
s00990	ch0316927	Thoros of Myr	false
s00990	ch0316930	Anguy	false
s00991	ch0155777	Jon Snow	false
s00991	ch0304492	Ygritte	false
s00991	ch0316925	Tormund Giantsbane	false
s00992	ch0158526	Theon Greyjoy	false
s00992	ch0321004	Ramsay Snow	false
s00993	ch0014591	Black Walder Rivers	false
s00993	ch0145135	Catelyn Stark	false
s00993	ch0158596	Robb Stark	false
s00993	ch0316931	Edmure Tully	false
s00993	ch0381563	Brynden Tully	false
s00993	ch0384471	Lothar Frey	false
s00994	ch0145135	Catelyn Stark	false
s00994	ch0158596	Robb Stark	false
s00994	ch0316931	Edmure Tully	false
s00994	ch0381563	Brynden Tully	false
s00995	ch0158527	Jaime Lannister	false
s00995	ch0254503	Brienne of Tarth	false
s00995	ch0305006	Roose Bolton	false
s00996	ch0010188	Olenna Tyrell	false
s00996	ch0242185	Tywin Lannister	false
s00997	ch0155777	Jon Snow	false
s00997	ch0304492	Ygritte	false
s00997	ch0316922	Orell	false
s00997	ch0316925	Tormund Giantsbane	false
s00998	ch0158137	Sansa Stark	false
s00998	ch0231428	Loras Tyrell	false
s00999	ch0146096	Tyrion Lannister	false
s00999	ch0159526	Cersei Lannister	false
s01000	ch0158137	Sansa Stark	false
s01000	ch0250564	Shae	false
s01001	ch0146096	Tyrion Lannister	false
s01001	ch0158137	Sansa Stark	false
s01001	ch0250564	Shae	false
s01001	ch0537855	Handmaid	false
s01002	ch0146096	Tyrion Lannister	false
s01002	ch0158137	Sansa Stark	false
s01002	ch0250564	Shae	false
s01003	ch0245982	Petyr Baelish	false
s01003	ch0249636	Lord Varys	false
s01004	ch0010187	Ros	true
s01004	ch0156278	Joffrey Baratheon	false
s01005	ch0158137	Sansa Stark	false
s01005	ch0250564	Shae	false
s01006	ch0155777	Jon Snow	false
s01006	ch0304492	Ygritte	false
s01006	ch0316922	Orell	false
s01006	ch0316925	Tormund Giantsbane	false
s01007	ch0155777	Jon Snow	false
s01007	ch0304492	Ygritte	false
s01008	ch0316925	Tormund Giantsbane	false
s01009	ch0155777	Jon Snow	false
s01009	ch0304492	Ygritte	false
s01010	ch0155777	Jon Snow	false
s01010	ch0316922	Orell	false
s01011	ch0145135	Catelyn Stark	false
s01011	ch0158596	Robb Stark	false
s01011	ch0305007	Talisa Maegyr	false
s01011	ch0316931	Edmure Tully	false
s01011	ch0381563	Brynden Tully	false
s01012	ch0145135	Catelyn Stark	false
s01012	ch0158596	Robb Stark	false
s01012	ch0305007	Talisa Maegyr	false
s01013	ch0158596	Robb Stark	false
s01013	ch0305007	Talisa Maegyr	false
s01015	ch0155777	Jon Snow	false
s01015	ch0304492	Ygritte	false
s01015	ch0316925	Tormund Giantsbane	false
s01016	ch0155777	Jon Snow	false
s01016	ch0304492	Ygritte	false
s01016	ch0316922	Orell	false
s01016	ch0316925	Tormund Giantsbane	false
s01017	ch0304492	Ygritte	false
s01017	ch0316922	Orell	false
s01018	ch0158137	Sansa Stark	false
s01018	ch0251974	Margaery Tyrell	false
s01019	ch0146096	Tyrion Lannister	false
s01019	ch0241345	Bronn	false
s01020	ch0156278	Joffrey Baratheon	false
s01020	ch0242185	Tywin Lannister	false
s01021	ch0158221	Jorah Mormont	false
s01021	ch0158597	Daenerys Targaryen	false
s01021	ch0241346	Barristan Selmy	false
s01021	ch0335038	Grey Worm	false
s01023	ch0413591	Razdal mo Eraz	false
s01025	ch0316923	Missandei	false
s01026	ch0158221	Jorah Mormont	false
s01026	ch0158597	Daenerys Targaryen	false
s01026	ch0241346	Barristan Selmy	false
s01026	ch0316923	Missandei	false
s01026	ch0335038	Grey Worm	false
s01026	ch0413591	Razdal mo Eraz	false
s01026	ui0000003	Drogon	false
s01026	ui0000016	Rhaegal	false
s01026	ui0000024	Viserion	false
s01027	ch0158221	Jorah Mormont	false
s01027	ch0158597	Daenerys Targaryen	false
s01027	ch0241346	Barristan Selmy	false
s01028	ch0158597	Daenerys Targaryen	false
s01028	ui0000003	Drogon	false
s01029	ch0146096	Tyrion Lannister	false
s01029	ch0250564	Shae	false
s01031	ch0287523	Melisandre	false
s01031	ch0300040	Gendry	false
s01032	ch0158604	Arya Stark	false
s01032	ch0305320	Beric Dondarrion	false
s01032	ch0316927	Thoros of Myr	false
s01033	ch0158604	Arya Stark	false
s01033	ch0305320	Beric Dondarrion	false
s01033	ch0316927	Thoros of Myr	false
s01033	ch0316930	Anguy	false
s01034	ch0158604	Arya Stark	false
s01034	ch0305320	Beric Dondarrion	false
s01034	ch0316927	Thoros of Myr	false
s01035	ch0305320	Beric Dondarrion	false
s01036	ch0158604	Arya Stark	false
s01037	ch0158604	Arya Stark	false
s01037	ch0162882	Sandor Clegane	false
s01038	ch0158527	Jaime Lannister	false
s01038	ch0254503	Brienne of Tarth	false
s01039	ch0158527	Jaime Lannister	false
s01039	ch0305006	Roose Bolton	false
s01039	ch0316929	Qyburn	false
s01040	ch0045904	Locke	false
s01040	ch0158527	Jaime Lannister	false
s01040	ch0316929	Qyburn	false
s01041	ch0158526	Theon Greyjoy	false
s01041	ch0316926	Myranda	false
s01042	ch0158526	Theon Greyjoy	false
s01042	ch0316926	Myranda	false
s01042	ch0321004	Ramsay Snow	false
s01043	ch0155777	Jon Snow	false
s01043	ch0304492	Ygritte	false
s01044	ch0316925	Tormund Giantsbane	false
s01045	ch0155777	Jon Snow	false
s01045	ch0304492	Ygritte	false
s01046	ch0233141	Rickon Stark	false
s01046	ch0234897	Bran Stark	false
s01046	ch0238584	Hodor	false
s01046	ch0295802	Osha	false
s01046	ch0316921	Jojen Reed	false
s01046	ch0316928	Meera Reed	false
s01047	ch0158527	Jaime Lannister	false
s01047	ch0316929	Qyburn	false
s01048	ch0158527	Jaime Lannister	false
s01048	ch0316929	Qyburn	false
s01048	ch0396530	Steelshanks Walton	false
s01049	ch0158527	Jaime Lannister	false
s01049	ch0396530	Steelshanks Walton	false
s01050	ch0158527	Jaime Lannister	false
s01051	ch0045904	Locke	false
s01051	ch0085768	The Bear	false
s01051	ch0158527	Jaime Lannister	false
s01051	ch0254503	Brienne of Tarth	false
s01051	ch0316929	Qyburn	false
s01052	ch0045904	Locke	false
s01052	ch0085768	The Bear	false
s01052	ch0158527	Jaime Lannister	false
s01052	ch0254503	Brienne of Tarth	false
s01052	ch0316929	Qyburn	false
s01052	ch0396530	Steelshanks Walton	false
s01053	ch0045904	Locke	false
s01053	ch0158527	Jaime Lannister	false
s01053	ch0254503	Brienne of Tarth	false
s01054	ch0045904	Locke	false
s01054	ch0158527	Jaime Lannister	false
s01054	ch0254503	Brienne of Tarth	false
s01054	ch0316929	Qyburn	false
s01054	ch0396530	Steelshanks Walton	false
s01055	ch0085768	The Bear	false
s01056	ch0158604	Arya Stark	false
s01056	ch0162882	Sandor Clegane	false
s01057	ch0158604	Arya Stark	false
s01057	ch0162882	Sandor Clegane	false
s01059	ch0158221	Jorah Mormont	false
s01059	ch0158597	Daenerys Targaryen	false
s01059	ch0241346	Barristan Selmy	false
s01059	ch0335038	Grey Worm	false
s01060	ch0123670	Mero	false
s01060	ch0158221	Jorah Mormont	false
s01060	ch0158597	Daenerys Targaryen	false
s01060	ch0241346	Barristan Selmy	false
s01060	ch0316923	Missandei	false
s01060	ch0335038	Grey Worm	false
s01060	ch0335040	Daario Naharis	false
s01060	ch0339504	Prendahl na Ghezn	false
s01061	ch0158221	Jorah Mormont	false
s01061	ch0158597	Daenerys Targaryen	false
s01061	ch0241346	Barristan Selmy	false
s01061	ch0316923	Missandei	false
s01061	ch0335038	Grey Worm	false
s01062	ch0287523	Melisandre	false
s01062	ch0300040	Gendry	false
s01063	ch0250897	Stannis Baratheon	false
s01063	ch0287523	Melisandre	false
s01063	ch0300040	Gendry	false
s01064	ch0250897	Stannis Baratheon	false
s01064	ch0287523	Melisandre	false
s01065	ch0255396	Davos Seaworth	false
s01066	ch0250897	Stannis Baratheon	false
s01066	ch0255396	Davos Seaworth	false
s01068	ch0123670	Mero	false
s01068	ch0335040	Daario Naharis	false
s01068	ch0339504	Prendahl na Ghezn	false
s01069	ch0146096	Tyrion Lannister	false
s01069	ch0158137	Sansa Stark	false
s01069	ch0250564	Shae	false
s01069	ch0306046	Podrick Payne	false
s01070	ch0146096	Tyrion Lannister	false
s01070	ch0158137	Sansa Stark	false
s01072	ch0159526	Cersei Lannister	false
s01072	ch0231428	Loras Tyrell	false
s01072	ch0251974	Margaery Tyrell	false
s01073	ch0159526	Cersei Lannister	false
s01073	ch0251974	Margaery Tyrell	false
s01074	ch0010188	Olenna Tyrell	false
s01074	ch0146096	Tyrion Lannister	false
s01074	ch0156278	Joffrey Baratheon	false
s01074	ch0158137	Sansa Stark	false
s01074	ch0159526	Cersei Lannister	false
s01074	ch0231428	Loras Tyrell	false
s01074	ch0232836	Grand Maester Pycelle	false
s01074	ch0241345	Bronn	false
s01074	ch0242185	Tywin Lannister	false
s01074	ch0249636	Lord Varys	false
s01074	ch0251974	Margaery Tyrell	false
s01074	ch0508056	High Septon	false
s01075	ch0287523	Melisandre	false
s01075	ch0300040	Gendry	false
s01076	ch0250897	Stannis Baratheon	false
s01076	ch0255396	Davos Seaworth	false
s01076	ch0287523	Melisandre	false
s01076	ch0300040	Gendry	false
s01077	ch0156278	Joffrey Baratheon	false
s01077	ch0159526	Cersei Lannister	false
s01077	ch0232836	Grand Maester Pycelle	false
s01077	ch0242185	Tywin Lannister	false
s01078	ch0146096	Tyrion Lannister	false
s01078	ch0158137	Sansa Stark	false
s01079	ch0010188	Olenna Tyrell	false
s01079	ch0146096	Tyrion Lannister	false
s01079	ch0156278	Joffrey Baratheon	false
s01079	ch0158137	Sansa Stark	false
s01079	ch0159526	Cersei Lannister	false
s01079	ch0231428	Loras Tyrell	false
s01079	ch0242185	Tywin Lannister	false
s01079	ch0251974	Margaery Tyrell	false
s01080	ch0010188	Olenna Tyrell	false
s01080	ch0146096	Tyrion Lannister	false
s01080	ch0156278	Joffrey Baratheon	false
s01080	ch0158137	Sansa Stark	false
s01080	ch0159526	Cersei Lannister	false
s01080	ch0242185	Tywin Lannister	false
s01081	ch0156278	Joffrey Baratheon	false
s01081	ch0159526	Cersei Lannister	false
s01081	ch0251974	Margaery Tyrell	false
s01082	ch0159526	Cersei Lannister	false
s01083	ch0146096	Tyrion Lannister	false
s01083	ch0158137	Sansa Stark	false
s01083	ch0249636	Lord Varys	false
s01083	ch0250564	Shae	false
s01084	ch0146096	Tyrion Lannister	false
s01084	ch0242185	Tywin Lannister	false
s01085	ch0010188	Olenna Tyrell	false
s01085	ch0146096	Tyrion Lannister	false
s01085	ch0232836	Grand Maester Pycelle	false
s01085	ch0242185	Tywin Lannister	false
s01085	ch0251974	Margaery Tyrell	false
s01086	ch0146096	Tyrion Lannister	false
s01086	ch0231428	Loras Tyrell	false
s01087	ch0159526	Cersei Lannister	false
s01087	ch0231428	Loras Tyrell	false
s01088	ch0249636	Lord Varys	false
s01089	ch0156278	Joffrey Baratheon	false
s01089	ch0158137	Sansa Stark	false
s01089	ch0250564	Shae	false
s01090	ch0156278	Joffrey Baratheon	false
s01090	ch0158137	Sansa Stark	false
s01091	ch0146096	Tyrion Lannister	false
s01091	ch0156278	Joffrey Baratheon	false
s01091	ch0158137	Sansa Stark	false
s01091	ch0242185	Tywin Lannister	false
s01091	ch0251974	Margaery Tyrell	false
s01092	ch0146096	Tyrion Lannister	false
s01092	ch0158137	Sansa Stark	false
s01092	ch0232836	Grand Maester Pycelle	false
s01093	ch0146096	Tyrion Lannister	false
s01093	ch0158137	Sansa Stark	false
s01095	ch0335040	Daario Naharis	false
s01096	ch0158597	Daenerys Targaryen	false
s01096	ch0316923	Missandei	false
s01097	ch0158597	Daenerys Targaryen	false
s01097	ch0316923	Missandei	false
s01097	ch0335040	Daario Naharis	false
s01098	ch0123670	Mero	true
s01098	ch0158597	Daenerys Targaryen	false
s01098	ch0316923	Missandei	false
s01098	ch0335040	Daario Naharis	false
s01098	ch0339504	Prendahl na Ghezn	true
s01099	ch0158597	Daenerys Targaryen	false
s01099	ch0316923	Missandei	false
s01099	ch0335040	Daario Naharis	false
s01100	ch0146096	Tyrion Lannister	false
s01100	ch0158137	Sansa Stark	false
s01100	ch0250564	Shae	false
s01101	ch0244961	Samwell Tarly	false
s01101	ch0306819	Gilly	false
s01101	ch0547881	Baby Sam	false
s01102	ch0244961	Samwell Tarly	false
s01103	ch0244961	Samwell Tarly	false
s01103	ch0306819	Gilly	false
